"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"1","ACT2","654","1","0","yes","0","16","0","870638","0","ZINE0041","ZINS0041","yes","0","","0",""
"1","ACT2","951","1","0","yes","0","16","0","871465","0","ZINE0042","ZINS0042","yes","0","","0",""
"1","ACT2","12480","1","0","yes","0","16","0","873110","0","ZINE0044","ZINS0044","yes","0","","0",""
"1","ACT2","61.2","1","0","yes","0","16","0","873188","0","ZINE0045","ZINS0045","yes","0","","0",""
"1","ACT2","294","1","0","yes","0","16","0","873299","0","ZINE0046","ZINS0046","yes","0","","0",""
"1","ACT2","420","1","0","yes","0","16","0","874349","0","ZINE0047","ZINS0047","yes","0","","0",""
"1","ACT2","780","1","0","yes","0","16","0","876743","0","ZINE0049","ZINS0049","yes","0","","0",""
"1","ACT2","213","1","0","yes","0","16","0","877097","0","ZINE0048","ZINS0048","yes","0","","0",""
"1","ACT2","6240","1","0","yes","0","16","0","877703","0","ZINE0051","ZINS0051","yes","0","","0",""
"1","ACT2","22657.5","1","0","yes","0","16","0","879914","0","ZINE0050","ZINS0050","yes","0","","0",""
"1","ACT2","27342.5","1","0","yes","0","16","0","881680","0","ZINE0052","ZINS0052","yes","0","","0",""
"1","ACT2","294","1","0","yes","0","16","0","881799","0","ZINE0053","ZINS0053","yes","0","","0",""
"1","ACT2","37345","1","0","yes","0","16","0","882832","0","ZINE0054","ZINS0054","yes","0","","0",""
"1","ACT2","1470","1","0","yes","0","16","0","884394","0","ZINE0055","ZINS0055","yes","0","","0",""
"1","ACT2","1470","1","0","yes","0","16","0","884901","0","ZINE0056","ZINS0056","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","886001","0","ZINE0057","ZINS0057","yes","0","","0",""
"1","ACT2","55455","1","0","yes","0","16","0","886339","0","ZINE0058","ZINS0058","yes","0","","0",""
"1","ACT2","56317.5","1","0","yes","0","16","0","886371","0","ZINE0059","ZINS0059","yes","0","","0",""
"1","ACT2","590","1","0","yes","0","16","0","886405","0","ZINE0060","ZINS0060","yes","0","","0",""
"1","ACT2","6123","1","0","yes","0","16","0","887182","0","ZINE0061","ZINS0061","yes","0","","0",""
"1","ACT2","735","1","0","yes","0","16","0","888047","0","ZINE0062","ZINS0062","yes","0","","0",""
"1","ACT2","4398.72","1","0","yes","0","16","0","888663","0","ZINE0063","ZINS0063","yes","0","","0",""
"1","ACT2","295","1","0","yes","0","16","0","888714","0","ZINE0064","ZINS0064","yes","0","","0",""
"1","ACT2","70","1","0","yes","0","16","0","889816","0","ZINE0065","ZINS0065","yes","0","","0",""
"1","ACT2","882","1","0","yes","0","16","0","890377","0","ZINE0066","ZINS0066","yes","0","","0",""
"1","ACT2","89910","1","0","yes","0","16","0","892453","0","ZINE0067","ZINS0067","yes","0","","0",""
"1","ACT2","590","1","0","yes","0","16","0","892568","0","ZINE0068","ZINS0068","yes","0","","0",""
"1","ACT2","370","1","0","yes","0","16","0","892680","0","ZINE0069","ZINS0069","yes","0","","0",""
"1","ACT2","435","1","0","yes","0","16","0","892688","0","ZINE0070","ZINS0070","yes","0","","0",""
"1","ACT2","30000","1","0","yes","0","16","0","892842","0","ZINE0071","ZINS0071","yes","0","","0",""
"1","ACT2","31701.5","1","0","yes","0","16","0","892962","0","ZINE0072","ZINS0072","yes","0","","0",""
"1","ACT2","40238.5","1","0","yes","0","16","0","893013","0","ZINE0073","ZINS0073","yes","0","","0",""
"1","ACT2","3610.18","1","0","yes","0","16","0","893077","0","ZINE0074","ZINS0074","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","893735","0","ZINE0075","ZINS0075","yes","0","","0",""
"1","ACT2","113445","1","0","yes","0","16","0","894439","0","ZINE0076","ZINS0076","yes","0","","0",""
"1","ACT2","4000","1","0","yes","0","16","0","895114","0","ZINE0077","ZINS0077","yes","0","","0",""
"1","ACT2","1815","1","0","yes","0","16","0","895497","0","ZINE0078","ZINS0078","yes","0","","0",""
"1","ACT2","3000","1","0","yes","0","16","0","897210","0","ZINE0079","ZINS0079","yes","0","","0",""
"1","ACT2","1329.6","1","0","yes","0","16","0","897608","0","ZINE0080","ZINS0080","yes","0","","0",""
"1","ACT2","25770","1","0","yes","0","16","0","898785","0","ZINE0081","ZINS0081","yes","0","","0",""
"1","ACT2","30065","1","0","yes","0","16","0","899080","0","ZINE0082","ZINS0082","yes","0","","0",""
"1","ACT2","1581.2","1","0","yes","0","16","0","899536","0","ZINE0083","ZINS0083","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","899577","0","ZINE0084","ZINS0084","yes","0","","0",""
"1","ACT2","1581.44","1","0","yes","0","16","0","899975","0","ZINE0085","ZINS0085","yes","0","","0",""
"1","ACT2","13171","1","0","yes","0","16","0","900173","0","ZINE0086","ZINS0086","yes","0","","0",""
"1","ACT2","77211.5","1","0","yes","0","16","0","900226","0","ZINE0087","ZINS0087","yes","0","","0",""
"1","ACT2","1193.55","1","0","yes","0","16","0","900561","0","ZINE0088","ZINS0088","yes","0","","0",""
"1","ACT2","761.5","1","0","yes","0","16","0","904589","0","ZINE0089","ZINS0089","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","905605","0","ZINE0096","ZINS0096","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","907463","0","ZINE0095","ZINS0095","yes","0","","0",""
"1","ACT2","228.5","1","0","yes","0","16","0","908109","0","ZINE0090","ZINS0090","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","908213","0","ZINE0094","ZINS0094","yes","0","","0",""
"1","ACT2","26320","1","0","yes","0","16","0","908322","0","ZINE0091","ZINS0091","yes","0","","0",""
"1","ACT2","368","1","0","yes","0","16","0","909931","0","ZINE0092","ZINS0092","yes","0","","0",""
"1","ACT2","870","1","0","yes","0","16","0","909939","0","ZINE0093","ZINS0093","yes","0","","0",""
"1","ACT2","90450","1","0","yes","0","16","0","911381","0","ZINE0097","ZINS0097","yes","0","","0",""
"1","ACT2","510","1","0","yes","0","16","0","911505","0","ZINE0098","ZINS0098","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","912667","0","ZINE0099","ZINS0099","yes","0","","0",""
"1","ACT2","90450","1","0","yes","0","16","0","912930","0","ZINE0100","ZINS0100","yes","0","","0",""
"1","ACT2","2875","1","0","yes","0","16","0","913328","0","ZINE0101","ZINS0101","yes","0","","0",""
"1","ACT2","22254.5","1","0","yes","0","16","0","913962","0","ZINE0102","ZINS0102","yes","0","","0",""
"1","ACT2","90202.5","1","0","yes","0","16","0","915726","0","ZINE0103","ZINS0103","yes","0","","0",""
"1","ACT2","8000","1","0","yes","0","16","0","916397","0","ZINE0104","ZINS0104","yes","0","","0",""
"1","ACT2","2000","1","0","yes","0","16","0","916405","0","ZINE0105","ZINS0105","yes","0","","0",""
"1","ACT2","3600","1","0","yes","0","16","0","916456","0","ZINE0106","ZINS0106","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","918757","0","ZINE0107","ZINS0107","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","918787","0","ZINE0108","ZINS0108","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","918882","0","ZINE0109","ZINS0109","yes","0","","0",""
"1","ACT2","275","1","0","yes","0","16","0","919047","0","ZINE0110","ZINS0110","yes","0","","0",""
"1","ACT2","1050","1","0","yes","0","16","0","919077","0","ZINE0111","ZINS0111","yes","0","","0",""
"1","ACT2","33111.5","1","0","yes","0","16","0","919287","0","ZINE0112","ZINS0112","yes","0","","0",""
"1","ACT2","4371","1","0","yes","0","16","0","919655","0","ZINE0113","ZINS0113","yes","0","","0",""
"1","ACT2","90135","1","0","yes","0","16","0","920928","0","ZINE0114","ZINS0114","yes","0","","0",""
"1","ACT2","16992","1","0","yes","0","16","0","922414","0","ZINE0115","ZINS0115","yes","0","","0",""
"1","ACT2","90900","1","0","yes","0","16","0","924674","0","ZINE0116","ZINS0116","yes","0","","0",""
"1","ACT2","9600","1","0","yes","0","16","0","925606","0","ZINE0117","ZINS0117","yes","0","","0",""
"1","ACT2","18020","1","0","yes","0","16","0","926891","0","ZINE0118","ZINS0118","yes","0","","0",""
"1","ACT2","17600","1","0","yes","0","16","0","927732","0","ZINE0119","ZINS0119","yes","0","","0",""
"1","ACT2","16992","1","0","yes","0","16","0","928449","0","ZINE0120","ZINS0120","yes","0","","0",""
"1","ACT2","3350","1","0","yes","0","16","0","929263","0","ZINE0121","ZINS0121","yes","0","","0",""
"1","ACT2","2565","1","0","yes","0","16","0","929610","0","ZINE0122","ZINS0122","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","929769","0","ZINE0123","ZINS0123","yes","0","","0",""
"1","ACT2","31772","1","0","yes","0","16","0","930543","0","ZINE0124","ZINS0124","yes","0","","0",""
"1","ACT2","12560","1","0","yes","0","16","0","930740","0","ZINE0125","ZINS0125","yes","0","","0",""
"1","ACT2","5800","1","0","yes","0","16","0","930898","0","ZINE0126","ZINS0126","yes","0","","0",""
"1","ACT2","7316","1","0","yes","0","16","0","931631","0","ZINE0127","ZINS0127","yes","0","","0",""
"1","ACT2","4455","1","0","yes","0","16","0","931790","0","ZINE0128","ZINS0128","yes","0","","0",""
"1","ACT2","89842.5","1","0","yes","0","16","0","932177","0","ZINE0129","ZINS0129","yes","0","","0",""
"1","ACT2","4800","1","0","yes","0","16","0","932808","0","ZINE0130","ZINS0130","yes","0","","0",""
"1","ACT2","44885","1","0","yes","0","16","0","935219","0","ZINE0131","ZINS0131","yes","0","","0",""
"1","ACT2","95","1","0","yes","0","16","0","935661","0","ZINE0132","ZINS0132","yes","0","","0",""
"1","ACT2","5326","1","0","yes","0","16","0","936486","0","ZINE0141","ZINS0141","yes","0","","0",""
"1","ACT2","32355","1","0","yes","0","16","0","938279","0","ZINE0137","ZINS0137","yes","0","","0",""
"1","ACT2","47847","1","0","yes","0","16","0","939655","0","ZINE0138","ZINS0138","yes","0","","0",""
"1","ACT2","38094.5","1","0","yes","0","16","0","939987","0","ZINE0133","ZINS0133","yes","0","","0",""
"1","ACT2","52153","1","0","yes","0","16","0","940231","0","ZINE0134","ZINS0134","yes","0","","0",""
"1","ACT2","17600","1","0","yes","0","16","0","940491","0","ZINE0135","ZINS0135","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","940976","0","ZINE0136","ZINS0136","yes","0","","0",""
"1","ACT2","2145","1","0","yes","0","16","0","942247","0","ZINE0139","ZINS0139","yes","0","","0",""
"1","ACT2","4140","1","0","yes","0","16","0","942508","0","ZINE0140","ZINS0140","yes","0","","0",""
"1","ACT2","27724","1","0","yes","0","16","0","943629","0","ZINE0142","ZINS0142","yes","0","","0",""
"1","ACT2","10780","1","0","yes","0","16","0","943817","0","ZINE0143","ZINS0143","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","947799","0","ZINE0144","ZINS0144","yes","0","","0",""
"1","ACT2","3300","1","0","yes","0","16","0","948593","0","ZINE0145","ZINS0145","yes","0","","0",""
"1","ACT2","6000","1","0","yes","0","16","0","948789","0","ZINE0146","ZINS0146","yes","0","","0",""
"1","ACT2","5000","1","0","yes","0","16","0","948803","0","ZINE0147","ZINS0147","yes","0","","0",""
"1","ACT2","190","1","0","yes","0","16","0","949606","0","ZINE0148","ZINS0148","yes","0","","0",""
"1","ACT2","7245","1","0","yes","0","16","0","949835","0","ZINE0149","ZINS0149","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","951914","0","ZINE0150","ZINS0150","yes","0","","0",""
"1","ACT2","5000","1","0","yes","0","16","0","951922","0","ZINE0151","ZINS0151","yes","0","","0",""
"1","ACT2","16800","1","0","yes","0","16","0","952503","0","ZINE0152","ZINS0152","yes","0","","0",""
"1","ACT2","27500","1","0","yes","0","16","0","952783","0","ZINE0153","ZINS0153","yes","0","","0",""
"1","ACT2","10400","1","0","yes","0","16","0","953130","0","ZINE0154","ZINS0154","yes","0","","0",""
"1","ACT2","8010","1","0","yes","0","16","0","955919","0","ZINE0155","ZINS0155","yes","0","","0",""
"1","ACT2","24000","1","0","yes","0","16","0","957227","0","ZINE0156","ZINS0156","yes","0","","0",""
"1","ACT2","24000","1","0","yes","0","16","0","957322","0","ZINE0157","ZINS0157","yes","0","","0",""
"1","ACT2","91770","1","0","yes","0","16","0","957747","0","ZINE0158","ZINS0158","yes","0","","0",""
"1","ACT2","46776","1","0","yes","0","16","0","957947","0","ZINE0159","ZINS0159","yes","0","","0",""
"1","ACT2","47232","1","0","yes","0","16","0","958856","0","ZINE0160","ZINS0160","yes","0","","0",""
"1","ACT2","91884","1","0","yes","0","16","0","961356","0","ZINE0161","ZINS0161","yes","0","","0",""
"1","ACT2","47338","1","0","yes","0","16","0","961408","0","ZINE0162","ZINS0162","yes","0","","0",""
"1","ACT2","9137.6","1","0","yes","0","16","0","961418","0","ZINE0163","ZINS0163","yes","0","","0",""
"1","ACT2","20862.4","1","0","yes","0","16","0","961708","0","ZINE0164","ZINS0164","yes","0","","0",""
"1","ACT2","25313.6","1","0","yes","0","16","0","961716","0","ZINE0165","ZINS0165","yes","0","","0",""
"1","ACT2","10000","1","0","yes","0","16","0","963143","0","ZINE0170","ZINS0170","yes","0","","0",""
"1","ACT2","1380","1","0","yes","0","16","0","966538","0","ZINE0166","ZINS0166","yes","0","","0",""
"1","ACT2","91131.6","1","0","yes","0","16","0","966599","0","ZINE0167","ZINS0167","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","967432","0","ZINE0168","ZINS0168","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","967548","0","ZINE0169","ZINS0169","yes","0","","0",""
"1","ACT2","18554.8","1","0","yes","0","16","0","969287","0","ZINE0171","ZINS0171","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","971053","0","ZINE0172","ZINS0172","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","972936","0","ZINE0173","ZINS0173","yes","0","","0",""
"1","ACT2","2940","1","0","yes","0","16","0","975139","0","ZINE0174","ZINS0174","yes","0","","0",""
"1","ACT2","6400","1","0","yes","0","16","0","976205","0","ZINE0175","ZINS0175","yes","0","","0",""
"1","ACT2","1470","1","0","yes","0","16","0","977649","0","ZINE0176","ZINS0176","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","979232","0","ZINE0177","ZINS0177","yes","0","","0",""
"1","ACT2","290","1","0","yes","0","16","0","980165","0","ZINE0178","ZINS0178","yes","0","","0",""
"1","ACT2","12160","1","0","yes","0","16","0","980630","0","ZINE0179","ZINS0179","yes","0","","0",""
"1","ACT2","1470","1","0","yes","0","16","0","981533","0","ZINE0180","ZINS0180","yes","0","","0",""
"1","ACT2","1416","1","0","yes","0","16","0","982897","0","ZINE0181","ZINS0181","yes","0","","0",""
"1","ACT2","1470","1","0","yes","0","16","0","983529","0","ZINE0182","ZINS0182","yes","0","","0",""
"1","ACT2","29000","1","0","yes","0","16","0","983812","0","ZINE0183","ZINS0183","yes","0","","0",""
"1","ACT2","120","1","0","yes","0","16","0","984001","0","ZINE0184","ZINS0184","yes","0","","0",""
"1","ACT2","1350","1","0","yes","0","16","0","984555","0","ZINE0185","ZINS0185","yes","0","","0",""
"1","ACT2","35500","1","0","yes","0","16","0","984947","0","ZINE0186","ZINS0186","yes","0","","0",""
"1","ACT2","6370","1","0","yes","0","16","0","984999","0","ZINE0187","ZINS0187","yes","0","","0",""
"1","ACT2","5200","1","0","yes","0","16","0","987626","0","ZINE0188","ZINS0188","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","988894","0","ZINE0189","ZINS0189","yes","0","","0",""
"1","ACT2","7800","1","0","yes","0","16","0","989466","0","ZINE0190","ZINS0190","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","991732","0","ZINE0191","ZINS0191","yes","0","","0",""
"1","ACT2","7250","1","0","yes","0","16","0","994599","0","ZINE0192","ZINS0192","yes","0","","0",""
"1","ACT2","20880","1","0","yes","0","16","0","994631","0","ZINE0193","ZINS0193","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","994698","0","ZINE0194","ZINS0194","yes","0","","0",""
"1","ACT2","2175","1","0","yes","0","16","0","997628","0","ZINE0195","ZINS0195","yes","0","","0",""
"1","ACT2","794","1","0","yes","0","16","0","1001290","0","ZINE0196","ZINS0196","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","1002229","0","ZINE0197","ZINS0197","yes","0","","0",""
"1","ACT2","2175","1","0","yes","0","16","0","1003358","0","ZINE0198","ZINS0198","yes","0","","0",""
"1","ACT2","1007","1","0","yes","0","16","0","1011106","0","ZINE0200","ZINS0200","yes","0","","0",""
"1","ACT2","30087.2","1","0","yes","0","16","0","1011413","0","ZINE0199","ZINS0199","yes","0","","0",""
"1","ACT2","1852","1","0","yes","0","16","0","1011429","0","ZINE0201","ZINS0201","yes","0","","0",""
"1","ACT2","1868","1","0","yes","0","16","0","1011921","0","ZINE0202","ZINS0202","yes","0","","0",""
"1","ACT2","26000","1","0","yes","0","16","0","1012583","0","ZINE0203","ZINS0203","yes","0","","0",""
"1","ACT2","72503.4","1","0","yes","0","16","0","1013304","0","ZINE0204","ZINS0204","yes","0","","0",""
"1","ACT2","725","1","0","yes","0","16","0","1017289","0","ZINE0205","ZINS0205","yes","0","","0",""
"1","ACT2","91382.4","1","0","yes","0","16","0","1017445","0","ZINE0207","ZINS0207","yes","0","","0",""
"1","ACT2","14340.5","1","0","yes","0","16","0","1017693","0","ZINE0206","ZINS0206","yes","0","","0",""
"1","ACT2","18708.5","1","0","yes","0","16","0","1019553","0","ZINE0208","ZINS0208","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","1019701","0","ZINE0209","ZINS0209","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","1020774","0","ZINE0210","ZINS0210","yes","0","","0",""
"1","ACT2","725","1","0","yes","0","16","0","1021228","0","ZINE0211","ZINS0211","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","1023043","0","ZINE0212","ZINS0212","yes","0","","0",""
"1","ACT2","7020","1","0","yes","0","16","0","1023701","0","ZINE0213","ZINS0213","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","1024807","0","ZINE0214","ZINS0214","yes","0","","0",""
"1","ACT2","8617.6","1","0","yes","0","16","0","1024865","0","ZINE0215","ZINS0215","yes","0","","0",""
"1","ACT2","30000","1","0","yes","0","16","0","1024897","0","ZINE0216","ZINS0216","yes","0","","0",""
"1","ACT2","725","1","0","yes","0","16","0","1025360","0","ZINE0217","ZINS0217","yes","0","","0",""
"1","ACT2","1450","1","0","yes","0","16","0","1025471","0","ZINE0218","ZINS0218","yes","0","","0",""
"1","ACT2","579","1","0","yes","0","16","0","1028258","0","ZINE0219","ZINS0219","yes","0","","0",""
"1","ACT2","2175","1","0","yes","0","16","0","1028907","0","ZINE0220","ZINS0220","yes","0","","0",""
"1","ACT2","774","1","0","yes","0","16","0","1029856","0","ZINE0221","ZINS0221","yes","0","","0",""
"1","ACT2","1560","1","0","yes","0","16","0","1032838","0","ZINE0222","ZINS0222","yes","0","","0",""
"1","ACT2","44882.6","1","0","yes","0","16","0","1034604","0","ZINE0231","ZINS0231","yes","0","","0",""
"1","ACT2","41040","1","0","yes","0","16","0","1034617","0","ZINE0232","ZINS0232","yes","0","","0",""
"1","ACT2","110500","1","0","yes","0","16","0","1036690","0","ZINE0337","ZINS0337","yes","0","","0",""
"1","ACT2","36","1","0","yes","0","16","0","1037565","0","ZINE0223","ZINS0223","yes","0","","0",""
"1","ACT2","3840","1","0","yes","0","16","0","1037780","0","ZINE0224","ZINS0224","yes","0","","0",""
"1","ACT2","91952.4","1","0","yes","0","16","0","1039813","0","ZINE0225","ZINS0225","yes","0","","0",""
"1","ACT2","600","1","0","yes","0","16","0","1040554","0","ZINE0226","ZINS0226","yes","0","","0",""
"1","ACT2","5500","1","0","yes","0","16","0","1042750","0","ZINE0227","ZINS0227","yes","0","","0",""
"1","ACT2","45291.4","1","0","yes","0","16","0","1042844","0","ZINE0228","ZINS0228","yes","0","","0",""
"1","ACT2","12756.2","1","0","yes","0","16","0","1043522","0","ZINE0229","ZINS0229","yes","0","","0",""
"1","ACT2","78717.4","1","0","yes","0","16","0","1043530","0","ZINE0230","ZINS0230","yes","0","","0",""
"1","ACT2","19757.05","1","0","yes","0","16","0","1047017","0","ZINE0233","ZINS0233","yes","0","","0",""
"1","ACT2","3120","1","0","yes","0","16","0","1048823","0","ZINE0234","ZINS0234","yes","0","","0",""
"1","ACT2","12975.08","1","0","yes","0","16","0","1049874","0","ZINE0235","ZINS0235","yes","0","","0",""
"1","ACT2","1180","1","0","yes","0","16","0","1050221","0","ZINE0236","ZINS0236","yes","0","","0",""
"1","ACT2","27793.6","1","0","yes","0","16","0","1053802","0","ZINE0237","ZINS0237","yes","0","","0",""
"1","ACT2","13500","1","0","yes","0","16","0","1054350","0","ZINE0238","ZINS0238","yes","0","","0",""
"1","ACT2","4939","1","0","yes","0","16","0","1055132","0","ZINE0243","ZINS0243","yes","0","","0",""
"1","ACT2","6200","1","0","yes","0","16","0","1055228","0","ZINE0287","ZINS0287","yes","0","","0",""
"1","ACT2","73496.6","1","0","yes","0","16","0","1056440","0","ZINE0239","ZINS0239","yes","0","","0",""
"1","ACT2","6964.9","1","0","yes","0","16","0","1056597","0","ZINE0240","ZINS0240","yes","0","","0",""
"1","ACT2","44304","1","0","yes","0","16","0","1056680","0","ZINE0241","ZINS0241","yes","0","","0",""
"1","ACT2","3696","1","0","yes","0","16","0","1056737","0","ZINE0242","ZINS0242","yes","0","","0",""
"1","ACT2","15600","1","0","yes","0","16","0","1059329","0","ZINE0288","ZINS0288","yes","0","","0",""
"1","ACT2","14800","1","0","yes","0","16","0","1060886","0","ZINE0244","ZINS0244","yes","0","","0",""
"1","ACT2","2667.84","1","0","yes","0","16","0","1061466","0","ZINE0245","ZINS0245","yes","0","","0",""
